gene,211027_01_S001,211027_02_S001,211027_03_S001,211027_04_S001,211027_05_S001,211027_06_S001,211027_07_S001,211027_08_S001,211027_09_S001,211027_10_S001,211027_11_S001,211027_12_S001,211027_13_S001,211027_14_S001,211027_15_S001,211027_16_S001
rfaC,641.4798,542.56665,507.4038,344.2725,611.6465,549.4247,259.16665,667.8304,504.53185,325.695,529.50365,499.5071,716.80495,704.15285,211.72255,190.21755
rfaL,203.6183,284.0374,256.0922,296.8443,218.4707,215.69915,164.85545,406.05605,212.9184,187.72035,225.64155,187.3589,309.79095,309.91435,179.8594,165.62255
rfaK,609.81625,723.21815,461.61705,512.75535,597.25375,635.6653,425.4346,681.2068,679.30505,520.7392,605.866,350.31405,543.3417,487.0378,532.9674,397.8126
rfaZ,1220.9595,1120.698,1010.33375,951.27675,1083.134,1186.984,1045.412,1295.8315,1235.339,1225.704,953.75085,760.01985,1212.313,966.9814,994.0997,761.876
rfaY,378.7523,306.7788,255.5791,286.0131,328.56835,317.37585,221.53725,352.6679,365.4114,243.79845,245.30155,159.5632,296.1408,221.57835,182.42305,133.42175
rfaJ,392.8649,381.2353,351.34725,334.6657,354.6942,376.11625,284.8064,397.9129,496.3615,397.0779,319.4188,238.708,433.4802,287.1455,343.23625,180.47685
rfaI,220.4188,234.9593,156.4684,122.34345,223.1453,204.5645,119.69305,223.01405,165.686,120.78485,222.1345,84.875435,231.5765,166.6452,128.25085,73.90471
rfaB,501.3253,563.0016,369.16915,291.3583,501.62405,518.10165,318.18705,607.4203,400.0293,328.83415,574.51575,258.05675,505.1954,417.1063,359.01525,288.7323
rfaS,116.88549,88.50179,73.985585,75.662865,107.81045,92.573885,92.441155,75.00307,81.230905,45.093845,43.11787,30.887805,59.262055,34.026145,44.26439,24.757805
rfaP,1446.424,1284.6785,836.9479,596.2017,1359.87,1244.1075,696.42615,1250.868,1014.17345,814.5461,1149.024,570.58205,1378.4575,879.84985,799.8246,483.71695
rfaG,792.9947,762.3771,527.7623,331.45495,824.32445,746.1042,366.4869,795.45495,598.45925,319.32475,686.06865,357.0638,839.7222,668.97325,383.2621,233.3492
rfaQ,878.94455,1005.89845,534.7942,492.66775,875.14085,915.97815,547.8994,915.9332,787.0919,494.838,888.2695,523.01825,1001.3495,790.48705,568.6838,355.80595
kdtA,467.41625,392.8742,276.4575,161.4339,375.791,321.44055,186.2655,369.40935,251.69205,157.8852,246.6623,222.42295,347.5497,341.62405,117.0601,84.26357
coaD,329.37805,275.28955,209.8103,140.83775,256.03015,236.85895,133.1975,270.11335,167.20415,123.57715,182.32655,162.8324,242.287,255.33295,89.493375,82.915145
mutM,313.2373,237.07665,219.6492,178.1219,232.04155,232.30005,135.5988,270.25105,232.43345,236.3067,188.6373,147.09675,249.23495,237.0156,108.57115,83.377755
rpmG,13935.045,11385.4465,6527.46,7424.7935,10915.1435,10388.3415,8162.2025,9502.381,12049.837,8561.8485,10655.298,8176.8975,12734.229,7880.768,7185.4995,3992.698
rpmB,42396.66,33291.08,25154.68,23435.905,32113.305,29937.42,24689.85,28078.6,38623.775,26087.245,31420.86,28058.66,40333.015,26430.585,24067.805,13927.665
yicR,116.02965,114.39575,69.73323,50.128535,80.4354,81.818145,38.63527,57.220165,49.395375,26.95795,49.55633,26.682535,54.1288,74.13443,34.119065,26.82117
dfp,673.91005,546.51515,844.2105,570.0786,610.90955,605.66455,271.288,855.67845,997.28195,527.0692,684.0672,637.0448,829.4802,981.4373,383.33985,434.56005
dut,1609.0985,1287.6795,2032.9975,1480.197,1341.9875,1558.6505,654.7619,2459.0605,2022.766,1392.2315,1744.8925,1373.9655,1829.8435,2618.6515,762.5456,825.2767
ttk,1173.942,1006.81045,1019.24855,684.76125,984.239,1013.52925,409.318,1718.495,1041.094,750.6771,1288.5905,675.40855,1247.2045,1697.4025,428.39985,340.06935
pyrE,70.938195,50.62751,77.40763,64.021085,50.324915,45.649435,31.81677,77.475715,35.771635,56.295085,37.649735,31.637945,60.784075,77.31793,16.316305,30.59162
rph,962.16005,735.25105,856.4917,663.8869,790.9319,718.2649,459.34295,1086.6085,687.6797,724.89335,834.07275,677.39585,820.46045,987.42115,278.75315,286.5007
yicC,1919.884,1314.148,1265.966,1272.0995,1610.752,1503.0075,1064.06325,1165.704,1970.624,1165.687,1245.6205,1559.83,2000.8935,1093.89875,1020.94045,738.7089
dinD,278.5623,288.4723,316.9197,275.07515,251.64235,232.3399,172.3619,211.2565,201.6229,111.33474,199.0893,145.9388,199.09765,302.90545,192.79345,186.36495
yicG,458.2459,420.6105,451.53255,289.7289,532.3756,512.4263,156.87785,624.3141,842.3271,356.8565,780.3161,471.30775,621.76295,596.28865,350.18,129.26665
ligB,75.584805,63.11448,53.07031,42.05815,56.588785,40.877765,31.791505,48.82284,41.556925,27.57282,29.971215,21.410105,33.398355,45.68597,26.72833,21.562125
gmk,1094.213,913.17,676.9056,485.80205,1176.063,879.5396,545.6975,1199.2755,985.29815,752.2644,915.19385,747.0311,1151.223,973.87175,591.9288,358.50975
rpoZ,2020.085,1630.947,1254.939,856.12275,1855.894,1583.5145,771.8985,1811.845,1506.1045,961.09825,1325.5575,1065.51855,2044.7165,1558.8555,699.63115,430.4314
spoT,943.78905,772.98395,632.8113,480.4583,814.34165,700.31105,398.45185,1077.8895,658.5942,641.88655,627.71815,613.24785,1010.1884,956.16225,280.0262,274.12155
trmH,616.8466,495.99935,337.55365,252.5273,510.7092,368.4608,283.5804,457.40615,325.94965,300.1481,345.9357,285.00455,445.70995,442.1023,151.50805,135.09675
recG,247.9934,200.0421,156.8735,130.96305,206.38055,137.5752,101.439645,164.869,128.853,114.54735,113.163325,124.06485,130.766,185.74735,53.05388,68.430275
gltS,163.3009,123.56995,202.4389,132.3446,125.88905,83.76114,65.630065,135.9515,191.864,68.02094,125.42315,110.89165,166.1309,144.27925,60.63785,78.42615
yicE,85.973365,65.367045,80.073065,58.42962,44.64068,24.28408,23.325855,46.69972,86.81642,13.90866,35.984385,214.38945,203.5899,52.689715,30.475415,29.80511
yicH,204.84235,198.75195,197.01935,141.17885,209.73665,154.32175,97.065855,173.80695,194.0425,96.491985,89.39636,88.939525,149.7937,178.70745,72.205325,81.652435
yicI,56.5623,57.762255,35.057795,24.798095,60.364535,40.7294,23.12035,37.114885,26.045805,18.27758,23.201325,20.380185,30.78625,34.463775,13.19357,14.71914
yicJ,27.38876,24.956785,16.67267,11.08971,21.83573,20.362455,10.17379,18.656715,8.7090725,7.8545605,10.79285,9.1896005,10.348255,18.329695,2.4203745,5.717625
selC,480.0046,408.1348,251.4681,244.9867,340.5,260.37315,324.548,270.65285,217.5865,301.7198,317.01255,225.8828,290.21405,269.96105,151.6975,184.59145
setC,10.6106485,9.570956,5.9667595,2.248896,8.297296,2.934662,4.8613945,5.243966,2.593086,3.2150885,3.4031855,2.181321,4.0164425,5.768192,2.1502615,3.094622
yicL,100.076215,107.438,106.33325,66.462735,107.53755,75.057785,40.639475,114.43265,89.68688,53.248165,64.722995,47.62743,104.8056,123.5869,52.072085,39.620455
nlpA,95.12529,88.104575,37.32991,34.254655,116.7576,73.59635,76.506945,32.91487,48.75713,53.40755,26.45614,30.839145,88.68797,26.15835,30.8133,19.50889
yicS,16.766425,17.258155,9.430959,10.0618335,18.19919,9.8557015,11.22026,8.949712,5.6686505,7.779978,5.021982,5.0415685,12.337405,7.9181555,5.682899,3.5516325
yicM,149.9885,106.734045,115.310795,92.559445,141.2933,116.7107,84.250045,396.806,100.38234,194.87455,128.05915,125.30271,173.933,193.37725,52.76195,63.61166
yicN,217.8572,181.58675,179.67135,132.4166,159.5303,149.995,97.500345,209.0311,129.83525,92.55537,115.7927,82.62898,138.0516,153.67005,70.81608,72.144645
yicO,6.553411,8.5987525,12.60643,6.9986155,8.1018305,2.8673955,3.118988,3.016103,2.7982365,2.7068635,3.1880285,2.2116395,2.4396025,6.708153,2.2275485,2.437139
ade,82.76384,80.162775,58.58442,38.099865,75.54571,48.86036,32.21929,36.461705,46.004035,26.13754,57.70358,24.718455,32.768985,52.22022,15.500745,25.718295
uhpT,1033.59515,1216.3595,225.1393,177.59255,660.47955,275.782,941.5765,121.7907,580.5751,333.63335,408.82435,339.794,171.60745,296.56155,104.6956,117.76521
uhpC,188.39515,161.12355,83.815705,56.7165,165.9826,91.342925,78.70805,86.819785,62.015555,72.03251,60.30364,51.269215,118.9191,75.246835,24.979645,32.451185
uhpB,132.53055,117.41525,45.59594,40.034,139.36815,53.64269,71.58736,59.806785,40.02689,44.05861,40.087655,35.860885,76.60249,47.943015,16.03585,19.25527
uhpA,643.52435,566.73155,304.31005,263.56375,701.7722,334.6261,361.66455,262.4174,368.2401,333.53745,266.44945,243.32595,589.74145,268.17615,174.11065,135.96935
ilvN,625.6179,639.2107,158.6083,133.0125,792.71,316.09325,232.1033,93.644325,168.83695,100.83626,86.96261,59.922245,461.23995,108.51234,74.31299,61.15252
ilvB,564.02925,486.99135,134.40095,98.37863,670.89485,240.83125,246.13015,77.53215,145.9896,95.38425,65.190335,71.061995,310.2243,81.431685,57.030025,52.06644
ivbL,3152.3775,3374.2,858.44385,633.87515,3660.8465,2000.775,1163.2785,535.87245,832.1447,505.2595,983.6578,711.74465,2242.38,736.15235,335.44455,442.0559
emrD,407.62,345.26605,90.542325,74.142695,425.8755,200.4072,232.9375,91.37898,68.02756,86.06965,190.6657,203.29575,181.4369,94.71557,20.819515,42.00269
yidF,97.87857,88.78859,172.3826,132.64205,74.29415,83.917185,44.35586,46.376975,79.464075,33.757615,27.636605,31.39008,40.41662,111.2102,39.99966,113.00035
yidG,60.44922,53.86821,57.076665,45.29287,66.517735,47.345865,36.399965,47.93452,62.960475,27.25854,38.26375,35.468125,78.02088,43.80947,34.453115,25.90961
yidH,76.96998,73.58713,98.314365,71.64155,82.905535,72.408175,39.92872,70.8619,102.5769,47.51384,56.116645,53.397095,126.0611,70.60051,42.68275,37.840325
yidI,118.3294,106.22115,118.7304,87.8729,112.31315,95.751215,78.478005,118.20615,92.70077,83.41939,70.796105,53.746935,75.858275,106.3938,56.73774,52.10108
yidJ,23.76961,23.85851,15.63141,14.20848,19.9328,14.868965,11.86538,21.52542,15.46942,9.829009,7.7038705,8.8118135,14.516065,17.808355,9.66352,6.368492
yidK,15.420175,12.344575,8.1253045,5.999234,12.302225,8.325107,6.8657385,11.228274,5.1397425,4.9780305,5.158641,5.5856555,7.760183,6.729603,3.065792,2.328552
yidL,26.319005,22.21971,24.256975,21.07021,26.95935,15.879525,11.309265,14.214475,22.116695,9.3991075,8.1832435,3.7064175,12.33409,13.036285,9.5142445,12.861495
ysdC,22.57653,15.575075,10.709785,11.076004,16.829375,10.1335665,8.9645925,14.483205,8.430653,8.7150375,9.1588845,9.0186485,10.786885,13.689115,5.8104525,3.709542
glvG,38.184595,34.858975,32.800915,25.722385,38.217285,25.821385,18.65802,42.083645,28.513685,20.979105,21.09076,17.64146,24.58058,39.882795,14.923675,13.10679
glvB,22.34695,18.89592,14.23638,11.6234955,16.91205,11.86207,11.895995,15.00661,10.2572,9.571068,7.633981,6.2954605,10.503781,17.170375,4.595261,3.969821
glvC,11.14132,9.133705,7.680946,3.311784,9.3899435,6.288223,3.884097,5.372358,3.607154,3.0913845,4.150189,2.4743895,2.8436475,3.577256,2.8175435,2.2961205
yidP,19.004245,16.988855,14.40753,10.0771595,17.2781,9.440482,9.945926,16.42482,13.004225,10.4147125,8.221289,7.7091785,11.183544,14.607145,3.3868245,5.856056
yidE,261.02985,247.5843,270.07785,177.58875,232.05195,180.0883,110.66595,135.886,193.5092,101.877125,73.671615,86.039595,100.78597,223.6926,90.041805,143.02395
ibpB,968.5464,978.54515,189.83705,206.2537,1154.1525,832.0915,368.3126,503.59655,195.3489,458.47595,126.0022,98.803395,186.1176,260.8692,83.36515,38.433495
ibpA,1862.2605,2111.3925,564.5577,486.978,2035.9615,1888.0275,729.01165,1355.4715,551.2624,920.6867,507.063,233.0506,583.54505,880.65275,341.1123,174.78875
yidQ,741.217,665.51295,552.04225,405.12965,722.62265,584.97865,398.7185,277.41345,442.2582,184.49965,348.95875,406.0369,877.75225,372.0692,187.44625,219.3802
yidR,151.83995,114.52445,123.9774,104.3549,142.3319,103.809655,69.40396,126.21055,120.1529,73.331275,66.539375,73.726325,108.02905,125.2503,53.738855,57.307325
cbrA,17.908845,13.559565,7.792959,5.8909905,17.580895,9.206012,7.7704765,7.538993,3.384628,4.321042,5.083219,5.4003805,8.621734,8.0495555,2.6029785,2.23607
dgoT,42.72234,27.804025,31.478745,22.58553,35.820665,27.345885,14.679142,30.749065,23.884785,14.741535,14.70625,13.051955,18.31628,24.73237,9.331983,6.058614
dgoD,49.449105,52.8001,62.699485,38.43725,47.90171,55.607505,20.91566,43.93113,50.8335,21.327835,20.63747,17.152965,25.511565,37.631795,13.74642,20.182215
dgoA,45.97433,39.6631,34.174805,30.200155,31.249965,26.50907,18.93864,27.299725,24.236015,15.58939,13.81469,13.23392,15.018085,21.518965,11.200475,14.74588
dgoK,37.010375,28.554215,24.8794,22.209985,29.64944,33.65057,9.818764,17.750745,21.120515,7.099075,9.3577325,8.7661585,15.285725,19.86436,9.353977,13.006405
dgoR,96.054955,86.145315,82.33066,61.52594,64.34436,70.093865,35.85738,42.58316,93.18602,37.57696,30.621935,28.51514,53.918775,56.55711,33.858235,45.41967
yidX,46.5823,46.15833,21.86472,20.738715,39.305935,26.21336,31.39052,32.659415,23.166145,24.81556,20.269995,11.84557,20.932475,29.861905,15.884895,15.12598
yidA,337.1199,309.07345,229.36685,175.04845,325.54505,338.8835,148.19064,253.0515,203.9178,143.54997,164.33075,212.1716,383.2362,238.2423,106.22711,116.517265
yidB,136.1219,124.828,105.16295,73.992285,109.9813,90.37267,60.406905,99.082655,116.6176,54.54325,98.25254,81.9076,95.55693,106.43635,44.062945,37.801595
gyrB,1429.821,1116.555,1244.814,993.6189,1379.2605,1270.7605,679.2448,1444.5605,1328.7535,901.50095,1005.41385,1036.58415,1421.994,1333.372,676.3344,531.84615
recF,1141.2539,958.16035,709.9205,566.26435,1083.91175,912.8433,548.88075,1124.6625,647.60565,681.49655,665.04995,559.0581,974.19095,963.1779,348.19595,271.54585
dnaN,1486.4845,1200.7314,922.5594,631.09385,1442.878,996.98995,597.84785,1154.0851,796.73125,683.3157,654.4737,607.6315,1165.0901,1032.06615,312.93715,353.51245
dnaA,1351.535,1013.78785,817.42305,622.64665,1325.2885,932.88715,638.77495,1110.5045,800.03205,708.75195,566.74245,555.3223,1081.9812,894.81985,418.33785,344.9569
rpmH,11482.205,10492.12,5218.756,3076.566,9534.342,8561.7675,3479.8505,10956.825,4811.0675,3844.775,9048.21,4889.395,10059.22,9877.277,2343.5705,1527.248
rnpA,6792.3575,5485.372,3168.368,2350.581,5469.596,4024.101,3050.1295,6796.132,3716.157,4362.366,4058.464,4418.0405,5592.9075,6649.8555,2169.7715,1575.5075
yidD,6173.7695,4582,2673.6915,2006.1955,5029.8935,3115.558,2100.0855,6039.1805,2423.1525,2888.3495,2390.5,2768.214,3665.9445,4335.6525,1015.67015,834.10125
yidC,5702.251,4550.078,3084.898,2474.6525,4539.5495,3142.3495,2116.9535,5038.789,3191.5665,3342.5495,3266.7135,3963.174,3895.0355,5191.306,1374.1965,1195.912
trmE,491.8204,387.85155,486.1263,323.1211,422.31185,339.71375,227.6728,460.33315,403.192,350.48365,286.73135,331.538,415.99985,427.00735,172.08915,166.25755
tnaC,219.00455,294.09335,82.02164,90.131175,246.86195,618.97585,124.9234,18.71495,310.7257,14.743845,139.1516,184.19535,270.9307,14.987665,223.183,69.326305
tnaA,618.6906,827.0298,160.24595,126.062245,1014.3195,2723.588,311.3701,81.30872,1309.4285,58.852915,1026.68555,1050.3079,2472.6155,67.239545,655.76985,183.80545
tnaB,475.8259,477.082,193.76821,182.159375,496.66495,490.84935,288.1665,154.98825,351.96835,177.403475,267.0413,333.9746,402.10295,183.78304,251.1662,170.241525
tnaB,92.52569,125.60485,18.90286,15.39073,134.3293,281.2874,52.268265,13.410925,92.38402,8.496055,101.913575,154.80565,143.62275,17.629555,70.33585,20.646245
tnaB,101.54698,127.411,18.73423,20.58269,139.2653,350.41285,39.255415,16.90249,112.13217,7.051326,102.415095,125.26155,176.2087,10.16691,79.14354,20.454
mdtL,78.32931,66.015725,32.305915,22.14567,67.7283,64.33849,28.417535,88.51188,20.211195,20.450955,47.76615,38.39821,53.390515,47.49139,11.384935,8.10658
yidZ,255.6042,223.44695,116.47085,81.41831,230.62355,217.93105,116.25055,199.15945,114.92755,98.655305,160.4461,130.62985,202.41855,139.283,58.02246,50.54645
yieE,370.9231,366.5618,171.95705,114.72245,316.99245,289.32725,127.59655,225.76295,112.1499,68.79543,155.52035,117.2062,293.2925,244.03915,60.696675,115.13625
yieF,295.29735,268.83765,251.12715,176.71795,322.4251,319.882,110.7263,213.22585,222.53625,82.2411,170.8702,176.9006,398.36755,211.01365,85.495145,83.87269
yieG,530.23225,421.8127,542.29295,324.5081,354.2488,241.1772,153.33275,499.4063,631.8098,234.7852,278.0899,562.59955,947.9755,400.3476,203.19335,157.96765
yieH,117.7004,106.06435,66.474265,44.926955,99.08051,81.451875,53.242445,103.38362,62.602605,55.041405,70.10745,43.51082,114.32735,85.717075,33.637245,21.14878
yieI,61.699115,66.37258,29.49911,16.997465,54.445655,33.47233,27.023245,38.103245,13.004995,19.93186,27.644745,12.61446,46.53154,31.923,8.941365,9.9275425
cbrC,65.685665,71.06847,39.53621,19.316885,63.73984,39.101605,29.85064,39.635995,14.546475,18.33814,28.55342,14.22962,42.893525,31.7917,12.04698,11.497297
yieK,36.303305,36.307455,26.931135,18.66122,37.695545,22.35527,17.102835,26.81496,20.31344,17.74615,17.20289,12.086135,19.416775,25.20528,10.5494,9.2866595
yieL,19.45016,17.0846,8.954264,8.7149495,13.45462,11.63134,6.487064,10.258875,5.228874,6.998152,6.9383625,6.0207735,9.902068,10.1640815,4.013912,3.3350245
bglH,3.15781,3.202588,2.603002,2.145286,5.2001915,2.5893765,2.300996,2.8198095,2.341649,2.323199,2.369528,2.1155265,2.373876,3.3677845,2.211105,2.132933
bglB,16.67635,14.88907,11.177765,8.6603665,16.55407,13.05846,8.8285965,12.50872,11.17245,9.702023,8.369073,7.637014,14.94782,13.768645,5.1493435,6.670312
bglF,25.36232,15.401675,11.594363,9.351077,18.548695,11.54278,12.5844815,15.032455,10.519085,7.4125885,9.2825935,8.0130425,12.693485,13.951145,8.41928,5.6217235
bglG,18.651905,23.25018,11.65669,7.963441,13.4874,10.74809,8.093622,7.937752,6.899911,7.245684,7.0737225,4.574537,3.9085025,7.2687845,6.1214625,2.6471535
phoU,366.9235,281.94835,436.4538,303.46145,250.8165,216.84865,137.6494,281.5744,247.76915,277.6488,197.6478,155.8413,347.2135,265.545,88.63758,60.02073
pstB,621.111,424.4246,574.26955,387.4594,393.06935,282.81445,165.99835,462.7277,331.65605,544.63795,319.4355,183.94485,528.6589,380.5194,111.807575,84.143275
pstA,315.99565,227.653,305.1688,224.8407,218.66875,114.2026,102.7414,239.85255,155.57185,302.1476,179.26865,97.00058,259.45895,215.1348,45.893095,44.08387
pstC,129.77025,97.357745,142.8258,97.563925,83.966385,39.807225,53.549955,125.8804,67.65236,146.29145,81.14887,47.254335,110.91795,90.58303,22.172975,18.940905
pstS,356.776,248.9359,472.7344,359.06805,186.19145,93.64905,115.06435,317.5347,212.92765,433.66215,252.52295,113.6742,317.8611,258.56175,77.13892,37.27653
glmS,3634.314,3005.6485,1743.0175,1274.6625,3230.2805,3088.5055,1493.2715,1554.4305,2087.685,870.68315,2816.8795,3831.403,4080.3425,1528.885,740.89365,618.8913
glmU,2112.219,1776.609,838.4173,562.7123,1975.1545,1948.8345,714.7317,905.2281,855.02395,422.2901,1653.9365,1977.488,2687.2645,973.82655,245.1372,255.45995
atpC,12517.62,10512.3,7624.1345,6479.9795,12057.385,9463.675,5619.3485,6745.658,7841.883,5945.8315,7652.3545,8746.202,11082.885,7041.179,3817.013,4285.6345
atpD,12680.04,10744.18,8653.27,6554.403,12132.305,9911.846,5164.0935,6449.028,8135.558,5348.5595,9944.2555,7936.2515,12416.685,8252.534,3397.111,4082.14
atpG,8524.595,7053.403,6501.429,4578.7895,8010.596,7282.378,2957.0935,5188.8515,5830.419,2975.4935,6889.3775,5399.128,8349.7445,5491.754,1608.7565,2191.4055
atpA,19584.75,17495.74,14068.08,10505.6375,18721.685,16156.6,7002.855,12777.24,12873.435,8016.3925,15021.535,12449.625,17727.77,13112.41,5358.958,5501.522
atpH,19500.97,15854.81,12255.18,9065.427,18878.83,15895.175,7213.3755,10698.755,12985.395,7087.044,14185.575,12763.82,16895.11,12046.785,4976.722,4256.02
atpF,11116.195,8390.93,6396.205,4904.245,10894.785,8350.1035,4536.4905,5197.77,6915.4915,3917.3145,6316.8225,6360.2245,9364.155,5704.629,2346.0505,2373.8255
atpE,26522.35,24086.53,18900.85,11691.035,25221.48,24361,9753.9435,18147.58,17835.335,10606.155,22904.42,17535.72,26311.12,19666.15,7051.8585,6415.014
atpB,9161.8055,8769.111,3638.297,2427.5775,9210.9595,7091.5495,2968.258,5028.2655,4567.2615,2655.18,7366.8625,5492.657,8665.442,6106.399,1805.455,1162.6125
atpI,4922.1505,3967.6705,1479.714,1281.598,4269.511,3388.6245,2747.117,2137.8395,2251.153,1787.7885,3074.8055,3498.9215,4064.6325,2218.067,1378.722,793.03345
gidB,7485.855,4699.437,2476.0495,2133.1475,4957.2745,3926.0215,3420.126,3620.197,3119.348,3509.7585,4356.2195,3152.9955,4521.678,3154.3505,2096.425,1226.612
